discipline_title,event_title,participant_type,medal_type,country_name,country_3_letter_code,location,year
Shooting,Trap Mixed Team,GameTeam,GOLD,Spain,ESP,tokyo,2020
Shooting,Trap Mixed Team,GameTeam,SILVER,San Marino,SMR,tokyo,2020
Shooting,Trap Mixed Team,GameTeam,BRONZE,United States of America,USA,tokyo,2020
Shooting,50m Rifle 3 Positions women,Athlete,BRONZE,ROC,ROC,tokyo,2020
Shooting,50m Rifle 3 Positions women,Athlete,GOLD,Switzerland,SUI,tokyo,2020
Shooting,50m Rifle 3 Positions women,Athlete,SILVER,ROC,ROC,tokyo,2020
Shooting,50m Rifle 3 Positions Men,Athlete,SILVER,ROC,ROC,tokyo,2020
Shooting,50m Rifle 3 Positions Men,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Shooting,50m Rifle 3 Positions Men,Athlete,BRONZE,Serbia,SRB,tokyo,2020
Shooting,25m Rapid Fire Pistol Men,Athlete,SILVER,Cuba,CUB,tokyo,2020
Shooting,25m Rapid Fire Pistol Men,Athlete,GOLD,France,FRA,tokyo,2020
Shooting,25m Rapid Fire Pistol Men,Athlete,BRONZE,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Rifle Men,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Rifle Men,Athlete,GOLD,United States of America,USA,tokyo,2020
Shooting,10m Air Rifle Men,Athlete,BRONZE,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Rifle women,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Rifle women,Athlete,BRONZE,Switzerland,SUI,tokyo,2020
Shooting,10m Air Rifle women,Athlete,SILVER,ROC,ROC,tokyo,2020
Shooting,Trap Men,Athlete,GOLD,Czech Republic,CZE,tokyo,2020
Shooting,Trap Men,Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Shooting,Trap Men,Athlete,SILVER,Czech Republic,CZE,tokyo,2020
Shooting,Skeet women,Athlete,GOLD,United States of America,USA,tokyo,2020
Shooting,Skeet women,Athlete,BRONZE,People's Republic of China,CHN,tokyo,2020
Shooting,Skeet women,Athlete,SILVER,Italy,ITA,tokyo,2020
Shooting,Trap women,Athlete,GOLD,Slovakia,SVK,tokyo,2020
Shooting,Trap women,Athlete,SILVER,United States of America,USA,tokyo,2020
Shooting,Trap women,Athlete,BRONZE,San Marino,SMR,tokyo,2020
Shooting,10m Air Pistol women,Athlete,GOLD,ROC,ROC,tokyo,2020
Shooting,10m Air Pistol women,Athlete,BRONZE,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Pistol women,Athlete,SILVER,Bulgaria,BUL,tokyo,2020
Shooting,10m Air Rifle Mixed Team,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Rifle Mixed Team,GameTeam,SILVER,United States of America,USA,tokyo,2020
Shooting,10m Air Rifle Mixed Team,GameTeam,BRONZE,ROC,ROC,tokyo,2020
Shooting,25m Pistol Women,Athlete,SILVER,Republic of Korea,KOR,tokyo,2020
Shooting,25m Pistol Women,Athlete,BRONZE,People's Republic of China,CHN,tokyo,2020
Shooting,25m Pistol Women,Athlete,GOLD,ROC,ROC,tokyo,2020
Shooting,10m Air Pistol Men,Athlete,GOLD,Islamic Republic of Iran,IRI,tokyo,2020
Shooting,10m Air Pistol Men,Athlete,SILVER,Serbia,SRB,tokyo,2020
Shooting,10m Air Pistol Men,Athlete,BRONZE,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Pistol Mixed Team,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Shooting,10m Air Pistol Mixed Team,GameTeam,SILVER,ROC,ROC,tokyo,2020
Shooting,10m Air Pistol Mixed Team,GameTeam,BRONZE,Ukraine,UKR,tokyo,2020
Shooting,Skeet Men,Athlete,BRONZE,Kuwait,KUW,tokyo,2020
Shooting,Skeet Men,Athlete,GOLD,United States of America,USA,tokyo,2020
Shooting,Skeet Men,Athlete,SILVER,Denmark,DEN,tokyo,2020
Diving,Men's Synchronised 3m Springboard,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Diving,Men's Synchronised 3m Springboard,GameTeam,SILVER,United States of America,USA,tokyo,2020
Diving,Men's Synchronised 3m Springboard,GameTeam,BRONZE,Germany,GER,tokyo,2020
Diving,Women's Synchronised 3m Springboard,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Diving,Women's Synchronised 3m Springboard,GameTeam,SILVER,Canada,CAN,tokyo,2020
Diving,Women's Synchronised 3m Springboard,GameTeam,BRONZE,Germany,GER,tokyo,2020
Diving,Men's Synchronised 10m Platform,GameTeam,GOLD,Great Britain,GBR,tokyo,2020
Diving,Men's Synchronised 10m Platform,GameTeam,SILVER,People's Republic of China,CHN,tokyo,2020
Diving,Men's Synchronised 10m Platform,GameTeam,BRONZE,ROC,ROC,tokyo,2020
Diving,Men's 3m Springboard,Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Diving,Men's 3m Springboard,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Diving,Men's 3m Springboard,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Diving,Women's Synchronised 10m Platform,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Diving,Women's Synchronised 10m Platform,GameTeam,SILVER,United States of America,USA,tokyo,2020
Diving,Women's Synchronised 10m Platform,GameTeam,BRONZE,Mexico,MEX,tokyo,2020
Diving,Women's 10m Platform,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Diving,Women's 10m Platform,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Diving,Women's 10m Platform,Athlete,BRONZE,Australia,AUS,tokyo,2020
Diving,Men's 10m Platform,Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Diving,Men's 10m Platform,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Diving,Men's 10m Platform,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Diving,Women's 3m Springboard,Athlete,BRONZE,United States of America,USA,tokyo,2020
Diving,Women's 3m Springboard,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Diving,Women's 3m Springboard,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Canoe Sprint,Women's Canoe Single 200m,Athlete,BRONZE,Ukraine,UKR,tokyo,2020
Canoe Sprint,Women's Canoe Single 200m,Athlete,SILVER,Canada,CAN,tokyo,2020
Canoe Sprint,Women's Canoe Single 200m,Athlete,GOLD,United States of America,USA,tokyo,2020
Canoe Sprint,Men's Canoe Double 1000m,GameTeam,GOLD,Cuba,CUB,tokyo,2020
Canoe Sprint,Men's Canoe Double 1000m,GameTeam,SILVER,People's Republic of China,CHN,tokyo,2020
Canoe Sprint,Men's Canoe Double 1000m,GameTeam,BRONZE,Germany,GER,tokyo,2020
Canoe Sprint,Men's Kayak Four 500m,GameTeam,GOLD,Germany,GER,tokyo,2020
Canoe Sprint,Men's Kayak Four 500m,GameTeam,SILVER,Spain,ESP,tokyo,2020
Canoe Sprint,Men's Kayak Four 500m,GameTeam,BRONZE,Slovakia,SVK,tokyo,2020
Canoe Sprint,Men's Kayak Double 1000m,GameTeam,GOLD,Australia,AUS,tokyo,2020
Canoe Sprint,Men's Kayak Double 1000m,GameTeam,SILVER,Germany,GER,tokyo,2020
Canoe Sprint,Men's Kayak Double 1000m,GameTeam,BRONZE,Czech Republic,CZE,tokyo,2020
Canoe Sprint,Women's Kayak Single 200m,Athlete,BRONZE,Denmark,DEN,tokyo,2020
Canoe Sprint,Women's Kayak Single 200m,Athlete,SILVER,Spain,ESP,tokyo,2020
Canoe Sprint,Women's Kayak Single 200m,Athlete,GOLD,New Zealand,NZL,tokyo,2020
Canoe Sprint,Women's Canoe Double 500m,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Canoe Sprint,Women's Canoe Double 500m,GameTeam,SILVER,Ukraine,UKR,tokyo,2020
Canoe Sprint,Women's Canoe Double 500m,GameTeam,BRONZE,Canada,CAN,tokyo,2020
Canoe Sprint,Women's Kayak Single 500m,Athlete,SILVER,Hungary,HUN,tokyo,2020
Canoe Sprint,Women's Kayak Single 500m,Athlete,BRONZE,Denmark,DEN,tokyo,2020
Canoe Sprint,Women's Kayak Single 500m,Athlete,GOLD,New Zealand,NZL,tokyo,2020
Canoe Sprint,Women's Kayak Four 500m,GameTeam,GOLD,Hungary,HUN,tokyo,2020
Canoe Sprint,Women's Kayak Four 500m,GameTeam,SILVER,Belarus,BLR,tokyo,2020
Canoe Sprint,Women's Kayak Four 500m,GameTeam,BRONZE,Poland,POL,tokyo,2020
Canoe Sprint,Men's Canoe Single 1000m,Athlete,GOLD,Brazil,BRA,tokyo,2020
Canoe Sprint,Men's Canoe Single 1000m,Athlete,BRONZE,Republic of Moldova,MDA,tokyo,2020
Canoe Sprint,Men's Canoe Single 1000m,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Canoe Sprint,Men's Kayak Single 1000m,Athlete,SILVER,Hungary,HUN,tokyo,2020
Canoe Sprint,Men's Kayak Single 1000m,Athlete,BRONZE,Portugal,POR,tokyo,2020
Canoe Sprint,Men's Kayak Single 1000m,Athlete,GOLD,Hungary,HUN,tokyo,2020
Canoe Sprint,Women's Kayak Double 500m,GameTeam,GOLD,New Zealand,NZL,tokyo,2020
Canoe Sprint,Women's Kayak Double 500m,GameTeam,SILVER,Poland,POL,tokyo,2020
Canoe Sprint,Women's Kayak Double 500m,GameTeam,BRONZE,Hungary,HUN,tokyo,2020
Canoe Sprint,Men's Kayak Single 200m,Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Canoe Sprint,Men's Kayak Single 200m,Athlete,SILVER,Italy,ITA,tokyo,2020
Canoe Sprint,Men's Kayak Single 200m,Athlete,GOLD,Hungary,HUN,tokyo,2020
Cycling Road,Women's Road Race,Athlete,SILVER,Netherlands,NED,tokyo,2020
Cycling Road,Women's Road Race,Athlete,BRONZE,Italy,ITA,tokyo,2020
Cycling Road,Women's Road Race,Athlete,GOLD,Austria,AUT,tokyo,2020
Cycling Road,Women's Individual Time Trial,Athlete,BRONZE,Netherlands,NED,tokyo,2020
Cycling Road,Women's Individual Time Trial,Athlete,SILVER,Switzerland,SUI,tokyo,2020
Cycling Road,Women's Individual Time Trial,Athlete,GOLD,Netherlands,NED,tokyo,2020
Cycling Road,Men's Individual Time Trial,Athlete,GOLD,Slovenia,SLO,tokyo,2020
Cycling Road,Men's Individual Time Trial,Athlete,BRONZE,Australia,AUS,tokyo,2020
Cycling Road,Men's Individual Time Trial,Athlete,SILVER,Netherlands,NED,tokyo,2020
Cycling Road,Men's Road Race,Athlete,BRONZE,Slovenia,SLO,tokyo,2020
Cycling Road,Men's Road Race,Athlete,GOLD,Ecuador,ECU,tokyo,2020
Cycling Road,Men's Road Race,Athlete,SILVER,Belgium,BEL,tokyo,2020
Football,Women,GameTeam,GOLD,Canada,CAN,tokyo,2020
Football,Women,GameTeam,SILVER,Sweden,SWE,tokyo,2020
Football,Women,GameTeam,BRONZE,United States of America,USA,tokyo,2020
Football,Men,GameTeam,GOLD,Brazil,BRA,tokyo,2020
Football,Men,GameTeam,SILVER,Spain,ESP,tokyo,2020
Football,Men,GameTeam,BRONZE,Mexico,MEX,tokyo,2020
Boxing,Men's Welter (63-69kg),Athlete,GOLD,Cuba,CUB,tokyo,2020
Boxing,Men's Welter (63-69kg),Athlete,BRONZE,ROC,ROC,tokyo,2020
Boxing,Men's Welter (63-69kg),Athlete,BRONZE,Ireland,IRL,tokyo,2020
Boxing,Men's Welter (63-69kg),Athlete,SILVER,Great Britain,GBR,tokyo,2020
Boxing,Men's Middle (69-75kg),Athlete,GOLD,Brazil,BRA,tokyo,2020
Boxing,Men's Middle (69-75kg),Athlete,BRONZE,Philippines,PHI,tokyo,2020
Boxing,Men's Middle (69-75kg),Athlete,SILVER,Ukraine,UKR,tokyo,2020
Boxing,Men's Middle (69-75kg),Athlete,BRONZE,ROC,ROC,tokyo,2020
Boxing,Men's Super Heavy (+91kg),Athlete,GOLD,Uzbekistan,UZB,tokyo,2020
Boxing,Men's Super Heavy (+91kg),Athlete,BRONZE,Kazakhstan,KAZ,tokyo,2020
Boxing,Men's Super Heavy (+91kg),Athlete,SILVER,United States of America,USA,tokyo,2020
Boxing,Men's Super Heavy (+91kg),Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Boxing,Men's Light Heavy (75-81kg),Athlete,BRONZE,ROC,ROC,tokyo,2020
Boxing,Men's Light Heavy (75-81kg),Athlete,BRONZE,Azerbaijan,AZE,tokyo,2020
Boxing,Men's Light Heavy (75-81kg),Athlete,SILVER,Great Britain,GBR,tokyo,2020
Boxing,Men's Light Heavy (75-81kg),Athlete,GOLD,Cuba,CUB,tokyo,2020
Boxing,Men's Feather (52-57kg),Athlete,SILVER,United States of America,USA,tokyo,2020
Boxing,Men's Feather (52-57kg),Athlete,BRONZE,Cuba,CUB,tokyo,2020
Boxing,Men's Feather (52-57kg),Athlete,BRONZE,Ghana,GHA,tokyo,2020
Boxing,Men's Feather (52-57kg),Athlete,GOLD,ROC,ROC,tokyo,2020
Boxing,Men's Heavy (81-91kg),Athlete,SILVER,ROC,ROC,tokyo,2020
Boxing,Men's Heavy (81-91kg),Athlete,BRONZE,Brazil,BRA,tokyo,2020
Boxing,Men's Heavy (81-91kg),Athlete,BRONZE,New Zealand,NZL,tokyo,2020
Boxing,Men's Heavy (81-91kg),Athlete,GOLD,Cuba,CUB,tokyo,2020
Boxing,Women's Middle (69-75kg),Athlete,GOLD,Great Britain,GBR,tokyo,2020
Boxing,Women's Middle (69-75kg),Athlete,BRONZE,ROC,ROC,tokyo,2020
Boxing,Women's Middle (69-75kg),Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Boxing,Women's Middle (69-75kg),Athlete,BRONZE,Netherlands,NED,tokyo,2020
Boxing,Women's Light (57-60kg),Athlete,SILVER,Brazil,BRA,tokyo,2020
Boxing,Women's Light (57-60kg),Athlete,GOLD,Ireland,IRL,tokyo,2020
Boxing,Women's Light (57-60kg),Athlete,BRONZE,Thailand,THA,tokyo,2020
Boxing,Women's Light (57-60kg),Athlete,BRONZE,Finland,FIN,tokyo,2020
Boxing,Women's Welter (64-69kg),Athlete,BRONZE,United States of America,USA,tokyo,2020
Boxing,Women's Welter (64-69kg),Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Boxing,Women's Welter (64-69kg),Athlete,GOLD,Turkey,TUR,tokyo,2020
Boxing,Women's Welter (64-69kg),Athlete,BRONZE,India,IND,tokyo,2020
Boxing,Women's Fly (48-51kg),Athlete,BRONZE,Japan,JPN,tokyo,2020
Boxing,Women's Fly (48-51kg),Athlete,GOLD,Bulgaria,BUL,tokyo,2020
Boxing,Women's Fly (48-51kg),Athlete,SILVER,Turkey,TUR,tokyo,2020
Boxing,Women's Fly (48-51kg),Athlete,BRONZE,Chinese Taipei,TPE,tokyo,2020
Boxing,Men's Fly (48-52kg),Athlete,GOLD,Great Britain,GBR,tokyo,2020
Boxing,Men's Fly (48-52kg),Athlete,SILVER,Philippines,PHI,tokyo,2020
Boxing,Men's Fly (48-52kg),Athlete,BRONZE,Japan,JPN,tokyo,2020
Boxing,Men's Fly (48-52kg),Athlete,BRONZE,Kazakhstan,KAZ,tokyo,2020
Boxing,Women's Feather (54-57kg),Athlete,GOLD,Japan,JPN,tokyo,2020
Boxing,Women's Feather (54-57kg),Athlete,SILVER,Philippines,PHI,tokyo,2020
Boxing,Women's Feather (54-57kg),Athlete,BRONZE,Italy,ITA,tokyo,2020
Boxing,Women's Feather (54-57kg),Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Boxing,Men's Light (57-63kg),Athlete,BRONZE,Australia,AUS,tokyo,2020
Boxing,Men's Light (57-63kg),Athlete,SILVER,United States of America,USA,tokyo,2020
Boxing,Men's Light (57-63kg),Athlete,GOLD,Cuba,CUB,tokyo,2020
Boxing,Men's Light (57-63kg),Athlete,BRONZE,Armenia,ARM,tokyo,2020
Artistic Swimming,Duet,GameTeam,GOLD,ROC,ROC,tokyo,2020
Artistic Swimming,Duet,GameTeam,SILVER,People's Republic of China,CHN,tokyo,2020
Artistic Swimming,Duet,GameTeam,BRONZE,Ukraine,UKR,tokyo,2020
Artistic Swimming,Team,GameTeam,GOLD,ROC,ROC,tokyo,2020
Artistic Swimming,Team,GameTeam,SILVER,People's Republic of China,CHN,tokyo,2020
Artistic Swimming,Team,GameTeam,BRONZE,Ukraine,UKR,tokyo,2020
Handball,Men,GameTeam,GOLD,France,FRA,tokyo,2020
Handball,Men,GameTeam,SILVER,Denmark,DEN,tokyo,2020
Handball,Men,GameTeam,BRONZE,Spain,ESP,tokyo,2020
Handball,Women,GameTeam,GOLD,France,FRA,tokyo,2020
Handball,Women,GameTeam,SILVER,ROC,ROC,tokyo,2020
Handball,Women,GameTeam,BRONZE,Norway,NOR,tokyo,2020
Rugby Sevens,Men,GameTeam,GOLD,Fiji,FIJ,tokyo,2020
Rugby Sevens,Men,GameTeam,SILVER,New Zealand,NZL,tokyo,2020
Rugby Sevens,Men,GameTeam,BRONZE,Argentina,ARG,tokyo,2020
Rugby Sevens,Women,GameTeam,GOLD,New Zealand,NZL,tokyo,2020
Rugby Sevens,Women,GameTeam,SILVER,France,FRA,tokyo,2020
Rugby Sevens,Women,GameTeam,BRONZE,Fiji,FIJ,tokyo,2020
Cycling BMX Racing,Men,Athlete,SILVER,Great Britain,GBR,tokyo,2020
Cycling BMX Racing,Men,Athlete,GOLD,Netherlands,NED,tokyo,2020
Cycling BMX Racing,Men,Athlete,BRONZE,Colombia,COL,tokyo,2020
Cycling BMX Racing,Women,Athlete,SILVER,Colombia,COL,tokyo,2020
Cycling BMX Racing,Women,Athlete,GOLD,Great Britain,GBR,tokyo,2020
Cycling BMX Racing,Women,Athlete,BRONZE,Netherlands,NED,tokyo,2020
Triathlon,Women's Individual,Athlete,SILVER,Great Britain,GBR,tokyo,2020
Triathlon,Women's Individual,Athlete,GOLD,Bermuda,BER,tokyo,2020
Triathlon,Women's Individual,Athlete,BRONZE,United States of America,USA,tokyo,2020
Triathlon,Mixed Relay,GameTeam,GOLD,Great Britain,GBR,tokyo,2020
Triathlon,Mixed Relay,GameTeam,SILVER,United States of America,USA,tokyo,2020
Triathlon,Mixed Relay,GameTeam,BRONZE,France,FRA,tokyo,2020
Triathlon,Men's Individual,Athlete,GOLD,Norway,NOR,tokyo,2020
Triathlon,Men's Individual,Athlete,SILVER,Great Britain,GBR,tokyo,2020
Triathlon,Men's Individual,Athlete,BRONZE,New Zealand,NZL,tokyo,2020
Surfing,Women,Athlete,GOLD,United States of America,USA,tokyo,2020
Surfing,Women,Athlete,SILVER,South Africa,RSA,tokyo,2020
Surfing,Women,Athlete,BRONZE,Japan,JPN,tokyo,2020
Table Tennis,Women's Team,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Table Tennis,Women's Team,GameTeam,SILVER,Japan,JPN,tokyo,2020
Table Tennis,Women's Team,GameTeam,BRONZE,"Hong Kong, China",HKG,tokyo,2020
Table Tennis,Men's Singles,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Table Tennis,Men's Singles,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Table Tennis,Men's Singles,Athlete,BRONZE,Germany,GER,tokyo,2020
Table Tennis,Mixed Doubles,GameTeam,GOLD,Japan,JPN,tokyo,2020
Table Tennis,Mixed Doubles,GameTeam,SILVER,People's Republic of China,CHN,tokyo,2020
Table Tennis,Mixed Doubles,GameTeam,BRONZE,Chinese Taipei,TPE,tokyo,2020
Table Tennis,Women's Singles,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Table Tennis,Women's Singles,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Table Tennis,Women's Singles,Athlete,BRONZE,Japan,JPN,tokyo,2020
Table Tennis,Men's Team,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Table Tennis,Men's Team,GameTeam,SILVER,Germany,GER,tokyo,2020
Table Tennis,Men's Team,GameTeam,BRONZE,Japan,JPN,tokyo,2020
Canoe Slalom,Men's Kayak,Athlete,BRONZE,Germany,GER,tokyo,2020
Canoe Slalom,Men's Kayak,Athlete,SILVER,Slovakia,SVK,tokyo,2020
Canoe Slalom,Men's Kayak,Athlete,GOLD,Czech Republic,CZE,tokyo,2020
Canoe Slalom,Women's Canoe,Athlete,SILVER,Great Britain,GBR,tokyo,2020
Canoe Slalom,Women's Canoe,Athlete,GOLD,Australia,AUS,tokyo,2020
Canoe Slalom,Women's Canoe,Athlete,BRONZE,Germany,GER,tokyo,2020
Canoe Slalom,Women's Kayak,Athlete,SILVER,Spain,ESP,tokyo,2020
Canoe Slalom,Women's Kayak,Athlete,BRONZE,Australia,AUS,tokyo,2020
Canoe Slalom,Women's Kayak,Athlete,GOLD,Germany,GER,tokyo,2020
Canoe Slalom,Men's Canoe,Athlete,BRONZE,Germany,GER,tokyo,2020
Canoe Slalom,Men's Canoe,Athlete,SILVER,Czech Republic,CZE,tokyo,2020
Canoe Slalom,Men's Canoe,Athlete,GOLD,Slovenia,SLO,tokyo,2020
Marathon Swimming,Women's 10km,Athlete,SILVER,Netherlands,NED,tokyo,2020
Marathon Swimming,Women's 10km,Athlete,BRONZE,Australia,AUS,tokyo,2020
Marathon Swimming,Women's 10km,Athlete,GOLD,Brazil,BRA,tokyo,2020
Marathon Swimming,Men's 10km,Athlete,SILVER,Hungary,HUN,tokyo,2020
Marathon Swimming,Men's 10km,Athlete,BRONZE,Italy,ITA,tokyo,2020
Marathon Swimming,Men's 10km,Athlete,GOLD,Germany,GER,tokyo,2020
Trampoline Gymnastics,Men,Athlete,GOLD,Belarus,BLR,tokyo,2020
Trampoline Gymnastics,Men,Athlete,BRONZE,New Zealand,NZL,tokyo,2020
Trampoline Gymnastics,Men,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Trampoline Gymnastics,Women,Athlete,GOLD,People's Republic of China,CHN,tokyo,2020
Trampoline Gymnastics,Women,Athlete,SILVER,People's Republic of China,CHN,tokyo,2020
Trampoline Gymnastics,Women,Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Volleyball,Men,GameTeam,GOLD,France,FRA,tokyo,2020
Volleyball,Men,GameTeam,SILVER,ROC,ROC,tokyo,2020
Volleyball,Men,GameTeam,BRONZE,Argentina,ARG,tokyo,2020
Volleyball,Women,GameTeam,GOLD,United States of America,USA,tokyo,2020
Volleyball,Women,GameTeam,SILVER,Brazil,BRA,tokyo,2020
Volleyball,Women,GameTeam,BRONZE,Serbia,SRB,tokyo,2020
Basketball,Men,GameTeam,GOLD,United States of America,USA,tokyo,2020
Basketball,Men,GameTeam,SILVER,France,FRA,tokyo,2020
Basketball,Men,GameTeam,BRONZE,Australia,AUS,tokyo,2020
Basketball,Women,GameTeam,GOLD,United States of America,USA,tokyo,2020
Basketball,Women,GameTeam,SILVER,Japan,JPN,tokyo,2020
Basketball,Women,GameTeam,BRONZE,France,FRA,tokyo,2020
Taekwondo,Men -68kg,Athlete,BRONZE,Turkey,TUR,tokyo,2020
Taekwondo,Men -68kg,Athlete,GOLD,Uzbekistan,UZB,tokyo,2020
Taekwondo,Men -68kg,Athlete,SILVER,Great Britain,GBR,tokyo,2020
Taekwondo,Men -68kg,Athlete,BRONZE,People's Republic of China,CHN,tokyo,2020
Taekwondo,Men -80kg,Athlete,SILVER,Jordan,JOR,tokyo,2020
Taekwondo,Men -80kg,Athlete,BRONZE,Egypt,EGY,tokyo,2020
Taekwondo,Men -80kg,Athlete,GOLD,ROC,ROC,tokyo,2020
Taekwondo,Men -80kg,Athlete,BRONZE,Croatia,CRO,tokyo,2020
Taekwondo,Men +80kg,Athlete,GOLD,ROC,ROC,tokyo,2020
Taekwondo,Men +80kg,Athlete,BRONZE,Cuba,CUB,tokyo,2020
Taekwondo,Men +80kg,Athlete,BRONZE,Republic of Korea,KOR,tokyo,2020
Taekwondo,Men +80kg,Athlete,SILVER,North Macedonia,MKD,tokyo,2020
Taekwondo,Women +67kg,Athlete,SILVER,Republic of Korea,KOR,tokyo,2020
Taekwondo,Women +67kg,Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Taekwondo,Women +67kg,Athlete,GOLD,Serbia,SRB,tokyo,2020
Taekwondo,Women +67kg,Athlete,BRONZE,France,FRA,tokyo,2020
Taekwondo,Women -67kg,Athlete,GOLD,Croatia,CRO,tokyo,2020
Taekwondo,Women -67kg,Athlete,SILVER,Great Britain,GBR,tokyo,2020
Taekwondo,Women -67kg,Athlete,BRONZE,C?e d'Ivoire,CIV,tokyo,2020
Taekwondo,Women -67kg,Athlete,BRONZE,Egypt,EGY,tokyo,2020
Taekwondo,Women -57kg,Athlete,SILVER,ROC,ROC,tokyo,2020
Taekwondo,Women -57kg,Athlete,BRONZE,Turkey,TUR,tokyo,2020
Taekwondo,Women -57kg,Athlete,GOLD,United States of America,USA,tokyo,2020
Taekwondo,Women -57kg,Athlete,BRONZE,Chinese Taipei,TPE,tokyo,2020
Taekwondo,Men -58kg,Athlete,BRONZE,ROC,ROC,tokyo,2020
Taekwondo,Men -58kg,Athlete,GOLD,Italy,ITA,tokyo,2020
Taekwondo,Men -58kg,Athlete,BRONZE,Republic of Korea,KOR,tokyo,2020
Taekwondo,Men -58kg,Athlete,SILVER,Tunisia,TUN,tokyo,2020
Taekwondo,Women -49kg,Athlete,BRONZE,Israel,ISR,tokyo,2020
Taekwondo,Women -49kg,Athlete,SILVER,Spain,ESP,tokyo,2020
Taekwondo,Women -49kg,Athlete,GOLD,Thailand,THA,tokyo,2020
Taekwondo,Women -49kg,Athlete,BRONZE,Serbia,SRB,tokyo,2020
Cycling Track,Women's Team Sprint,GameTeam,GOLD,People's Republic of China,CHN,tokyo,2020
Cycling Track,Women's Team Sprint,GameTeam,SILVER,Germany,GER,tokyo,2020
Cycling Track,Women's Team Sprint,GameTeam,BRONZE,ROC,ROC,tokyo,2020
Cycling Track,Men's Madison,GameTeam,GOLD,Denmark,DEN,tokyo,2020
Cycling Track,Men's Madison,GameTeam,SILVER,Great Britain,GBR,tokyo,2020
Cycling Track,Men's Madison,GameTeam,BRONZE,France,FRA,tokyo,2020
Cycling Track,Men's Sprint,Athlete,GOLD,Netherlands,NED,tokyo,2020
Cycling Track,Men's Sprint,Athlete,SILVER,Netherlands,NED,tokyo,2020
Cycling Track,Men's Sprint,Athlete,BRONZE,Great Britain,GBR,tokyo,2020
Cycling Track,Men's Keirin,Athlete,BRONZE,Netherlands,NED,tokyo,2020
Cycling Track,Men's Keirin,Athlete,SILVER,Malaysia,MAS,tokyo,2020
Cycling Track,Men's Keirin,Athlete,GOLD,Great Britain,GBR,tokyo,2020
Cycling Track,Men's Team Pursuit,GameTeam,GOLD,Italy,ITA,tokyo,2020
Cycling Track,Men's Team Pursuit,GameTeam,SILVER,Denmark,DEN,tokyo,2020
Cycling Track,Men's Team Pursuit,GameTeam,BRONZE,Australia,AUS,tokyo,2020
Cycling Track,Women's Keirin,Athlete,GOLD,Netherlands,NED,tokyo,2020
Cycling Track,Women's Keirin,Athlete,SILVER,New Zealand,NZL,tokyo,2020
Cycling Track,Women's Keirin,Athlete,BRONZE,Canada,CAN,tokyo,2020
Cycling Track,Women's Sprint,Athlete,SILVER,Ukraine,UKR,tokyo,2020
Cycling Track,Women's Sprint,Athlete,GOLD,Canada,CAN,tokyo,2020
Cycling Track,Women's Sprint,Athlete,BRONZE,"Hong Kong, China",HKG,tokyo,2020
Cycling Track,Women's Team Pursuit,GameTeam,GOLD,Germany,GER,tokyo,2020
Cycling Track,Women's Team Pursuit,GameTeam,SILVER,Great Britain,GBR,tokyo,2020
